Build Name,Position,Height,Weight,Close Shot,Driving Layup,Driving Dunk,Standing Dunk,Post Control,Midrange Shot,Threepoint Shot,Free Throw,Pass Accuracy,Ball Handle,Speed With Ball,Interior Defense,Perimeter Defense,Steal,Block,Offensive Rebound,Defensive Rebound,Speed,Agility,Strength,Vertical
Board-Enforcing Diming Dunker,Power Forward,"7'0""",258,77,77,86,92,75,39,26,37,90,55,30,90,40,45,90,94,90,67,54,88,75
Board-Enforcing Middy Maestro,Power Forward,"6'11""",257,84,80,73,81,79,85,80,68,87,52,32,88,41,43,58,99,85,71,60,79,74
Board-Enforcing Stretch Dunker,Power Forward,"6'9"" to 7'0""",225-275,71-86,70-80,83-90,54-96,46-75,73-80,81-89,56-72,38-82,45-74,32-62,83-92,42-77,40-73,63-90,84-90,88-94,66-78,53-69,73-94,63-86
Board-Enforcing Stretch Riser,Power Forward,"6'11"" to 7'0""",232-270,75-85,59-75,70-80,85-96,56-77,75-90,82-90,61-87,34-82,31-70,25-60,85-95,38-72,40-60,62-93,85-96,85-94,62-73,43-66,83-92,74-87
Board-Hunting 3-Level Bully,Power Forward,"7'0""",248-250,85-87,60-62,60-76,90-91,87-90,89-90,84-86,64-68,80-82,47-60,29-36,73-78,40-65,33-35,82-85,85-90,90-92,62-69,52-57,90-92,70-80
Board-Hunting 3-Level Creator,Power Forward,"6'9"" to 7'0""",248-250,79-85,71-85,80-89,62-70,64-70,87,83-90,69-75,73-80,74-80,58-70,70-74,55-70,62-70,70-80,85-92,85-93,69-80,56-70,80-93,67-80
Board-Hunting 3-Level Scorer,Power Forward,"6'11""",248,80,81,85,90,85,85,87,67,76,61,61,76,41,38,83,91,89,70,56,79,80
Board-Hunting Bulldozer,Power Forward,"6'7""",260,76,72,90,81,58,69,79,54,40,65,61,74,75,73,85,86,95,86,79,90,90
Board-Hunting Lob Threat Bully,Power Forward,"6'9""",248,80,60,80,90,57,75,78,54,73,50,51,74,50,36,78,92,95,80,66,91,77
Board-Hunting Pick & Popper,Power Forward,"6'10""",240,76,51,70,72,54,86,83,73,75,41,46,80,69,80,78,90,93,76,70,89,80
Board-Hunting PlayShot,Power Forward,"6'8""",243,80,80,80,54,43,87,83,70,87,75,75,82,74,73,74,80,92,75,71,78,77
Board-Hunting Slasher,Power Forward,"6'9""",232,76,81,89,56,55,70,80,70,65,80,71,77,50,69,80,85,90,80,76,86,88
Board-Hunting Stretch Dunker,Power Forward,"6'8"" to 6'9""",248-275,70-77,71-76,87-96,80-82,51-59,73-77,83-87,59-64,38-77,48-61,41-53,80-82,54-76,39-71,80-84,84-89,90-92,71-82,65-74,83-94,80-90
Board-Hunting Stretch Slasher,Power Forward,"6'10""",250,81,83,90,72,57,75,82,57,76,78,65,80,71,41,54,90,92,74,67,87,80
Bodyguard,Power Forward,"7'0""",250,84,80,80,85,59,68,78,80,76,55,50,88,62,67,93,75,94,65,56,84,83
Bulldozer,Power Forward,"6'9""",248,79,81,99,72,61,66,76,77,65,75,64,79,61,45,72,64,76,70,72,90,90
Bulldozing Board Enforcer,Power Forward,"6'8"" to 6'10""",248-259,77-80,73-80,89-96,56-75,53-61,40-70,25-80,40-56,28-70,49-71,45-65,85-87,44-77,40-78,72-86,85-95,90-94,74-82,66-75,87-95,80-87
Bulldozing Glass Guardian,Power Forward,"6'8""",263,76,76,96,60,60,70,80,55,39,61,44,75,65,70,90,83,94,70,65,95,83
Crafty 3-Level Board Enforcer,Power Forward,"7'0""",250,89,78,83,88,64,94,90,71,60,74,58,85,65,40,64,90,90,69,56,80,83
Crafty 3-Level Dime-Dropper,Power Forward,"6'11"" to 7'0""",213-215,88-90,81-93,74-84,72-90,66-80,90-93,83-90,75-91,83-85,73-74,65-68,70-74,69-71,62-66,80-84,79-80,80,70-76,68-70,73-80,74-77
Crafty 3-Level Glass Guardian,Power Forward,"6'11""",240,80,85,87,81,62,85,85,60,82,50,53,83,42,60,84,85,92,72,60,83,80
Crafty 3-Level Scorer,Power Forward,"6'11""",233,88,91,87,79,90,88,87,93,73,73,63,76,73,69,72,53,75,74,66,80,80
Crafty 3-Level-Creating Eraser,Power Forward,"6'10"" to 6'11""",210-248,80-85,90,87,75-81,59-80,85,89-90,69-70,75-76,74-78,66-68,75-82,71-72,43-47,85-93,60-81,80-83,70-74,57-59,70-79,75-80
Crafty 3-Level-Diming Eraser,Power Forward,"7'0""",215,87,75,75,90,87,92,90,77,87,71,60,77,45,33,88,80,82,75,60,72,77
Crafty 3-Level-Scoring Cleaner,Power Forward,"6'11""",248,88,93,88,72,87,90,87,66,76,73,62,72,71,60,84,70,85,73,62,75,72
Crafty Inside-Out Rim Reaper,Power Forward,"6'11"" to 7'0""",225-270,91-92,75,80-87,85-90,85-87,80,81-89,56-65,55-71,74,53-64,75-82,34-72,31-43,86-88,60-71,85-96,64-75,49-69,83-86,80
Crafty Mid-Paint Cleaner,Power Forward,"6'10""",228,82,82,80,90,84,86,80,85,76,66,66,80,40,40,82,76,92,70,68,80,70
Crafty Middy Board Enforcer,Power Forward,"6'11""",256,88,80,63,80,79,89,60,70,50,55,60,94,71,49,93,90,85,70,60,81,78
Crafty Putback Slashing Eraser,Power Forward,"6'10""",233,81,90,89,60,56,72,80,57,70,65,68,74,71,45,88,96,81,73,71,75,80
Crafty Walking Bucket,Power Forward,"6'9"" to 7'0""",210-224,87-91,81-93,85-88,58-90,63-96,85-94,86-91,65-92,49-84,73-78,63-73,45-82,45-72,25-62,30-84,50-62,62-80,73-80,58-75,60-86,71-80
Crashing Inside-Out Eraser,Power Forward,"6'11""",241,84,82,89,81,86,80,80,73,72,71,62,81,72,64,84,84,80,73,62,80,78
Crashing Mid-Paint Eraser,Power Forward,"6'11""",232,80,73,89,73,65,82,80,75,71,70,54,82,51,47,93,94,79,75,67,79,83
Crashing Mid-Paint Scorer,Power Forward,"6'11""",230,82,80,89,90,80,83,77,71,76,60,65,82,62,60,78,87,81,70,64,80,80
Crashing Mid-Post Scorer,Power Forward,"7'0""",241,82,80,89,90,87,83,75,70,75,65,60,82,62,60,75,92,80,70,59,78,78
Diming 3-Level Scorer,Power Forward,"7'0""",215,99,93,52,62,74,94,90,69,97,63,65,61,46,28,56,80,82,76,68,81,67
Diming Shot-Erasing Rim Runner,Power Forward,"7'0""",220,80,80,80,90,80,80,78,92,80,66,64,80,69,70,90,80,80,75,66,75,84
Disruptive Skilled Stretch,Power Forward,"6'8""",217,78,60,78,72,43,87,83,70,75,75,77,82,75,85,86,57,81,80,75,78,77
Disruptive Stretch Cleaner,Power Forward,"6'8""",231,63,47,65,70,26,71,81,57,70,50,55,77,74,94,94,67,92,85,80,57,80
Drive & Rise Edge Enforcer,Power Forward,"6'10""",217,75,61,80,90,51,70,79,55,50,75,70,79,79,49,90,79,87,79,74,78,90
Dunk Tank,Power Forward,"6'8""",251,84,90,93,90,75,68,78,61,70,77,68,72,74,73,74,70,80,70,63,84,80
Edge Enforcer,Power Forward,"6'8"" to 6'9""",220-244,63-70,41-60,58-75,48-72,45-50,68-75,78-80,56-77,71-76,45-56,50-55,70-77,82-87,85-91,84-88,70-85,91-95,80-85,76-80,80-83,80-83
Edge-Enforcing 3-Level Scorer,Power Forward,"6'8"" to 6'10""",217-249,75-79,67-78,75-92,48-72,39-54,83-89,83-85,61-75,58-76,45-80,45-70,70-82,80-90,50-79,84-92,65-81,85-92,74-80,74-79,73-85,78-83
Edge-Enforcing 3-Level Scoring,Power Forward,"6'8""",239,78,80,87,47,48,89,83,77,70,52,45,70,92,73,84,58,83,75,80,82,75
Edge-Enforcing Bulldozer,Power Forward,"6'8"" to 6'9""",247-260,75-76,67-76,87-91,56-81,56-58,37-64,25-74,39-49,36-65,47-61,50-56,77-82,82-84,67-79,88,87-90,94-96,80-84,70-76,91,85-88
Edge-Enforcing Middy Playmaker,Power Forward,"6'10""",225,75,70,75,80,80,85,80,82,85,74,68,82,82,73,84,65,85,75,73,80,77
Edge-Enforcing Middy Scorer,Power Forward,"6'7""",252-268,70-72,53-59,73,61-72,47-53,85-87,75-81,60-71,60-76,55-66,60-63,74-75,85-87,85-91,84,70-76,92-95,85-88,77,82-85,80-83
Edge-Enforcing Middy Slasher,Power Forward,"6'8"" to 6'10""",225-250,75-77,70-80,90,50-60,49-79,85-87,78-81,61-78,71-78,77,68-70,79-82,82-84,52-55,84,64-66,85-91,78-82,72,82-84,78-80
Edge-Enforcing Pick & Popper,Power Forward,"6'9""",260-266,73-84,59-75,73-75,50-53,56-79,73-83,83-90,59-84,71-84,54-68,43-60,75-82,82-84,54-60,84,80,90-94,73-75,70-71,85-91,83-88
Edge-Enforcing Rim Runner,Power Forward,"6'7"" to 6'10""",214-252,62-84,47-70,62-87,48-95,48-59,70-80,51-81,55-93,25-76,47-61,46-61,71-82,80-89,50-91,84-93,72-96,90-94,76-86,61-80,70-85,71-85
Edge-Enforcing Skilled Stretch,Power Forward,"6'9"" to 6'10""",233-247,76-84,60-70,75-76,42-81,46-79,77-85,83,61-90,71-76,73-75,68-70,77-82,80-85,73,84-92,67-91,77-92,75-80,70-76,73-83,75-77
Edge-Enforcing Slasher,Power Forward,"6'9""",242,66,65,85,50,48,70,80,80,70,75,55,70,85,85,84,80,92,81,76,83,80
Edge-Enforcing Small Ball Four,Power Forward,"6'8""",232,65,55,75,48,36,71,81,70,71,70,75,77,89,85,91,80,92,83,80,57,83
Edge-Enforcing Stretch Dunker,Power Forward,"6'9"" to 6'10""",222-242,70-77,69-80,84-89,49-70,40-53,75-80,83-90,81-86,71-81,51-71,52-58,74-82,78-87,50-79,84-93,60-92,77-85,70-80,62-80,73-85,77-83
Edge-Enforcing Stretch Four,Power Forward,"6'7"" to 6'9""",231-258,60-73,35-70,55-80,54-72,25-54,71-87,81-84,63-87,70-76,49-65,46-61,73-82,80-90,73-94,84-93,67-80,92-96,75-86,74-80,57-83,80-83
Edge-Enforcing Stretch Slasher,Power Forward,"6'9"" to 6'10""",210-248,70-78,73-80,87-93,62-81,43-80,73-80,81-89,60-88,50-76,73-80,65-73,70-82,74-85,44-84,84-93,60-86,71-85,70-83,67-78,61-84,75-83
Faceup Board Enforcer,Power Forward,"6'10""",230,77,85,85,75,61,87,86,62,70,78,60,89,50,60,75,90,91,77,62,69,70
Fluid Four,Power Forward,"6'9""",243,65,75,80,72,70,73,83,70,87,80,70,75,74,73,84,70,85,75,73,93,70
Footwork Pharaoh,Power Forward,"6'11""",245,92,75,80,85,87,71,78,61,75,67,50,76,71,60,84,92,80,65,60,86,70
Glass Guardian Faceup Riser,Power Forward,"7'0""",261,75,59,74,90,75,79,89,65,71,74,55,82,60,60,84,91,85,66,53,90,80
Glass Guardian Pick & Popper,Power Forward,"6'8"" to 7'0""",240-275,74-77,55-70,70-73,50-81,60-64,74-75,81-83,56-78,55-60,40-48,31-52,77-80,41-75,60-80,84-93,85-91,95-96,70-81,60-73,90-91,80-84
Glass Guardian Power Dunker,Power Forward,"6'10"" to 7'0""",240-243,75-77,74-80,87-90,85-90,56-74,70-71,80,56-79,29-70,48-50,29-46,82,64-71,47-60,84-90,90-94,85-90,68-76,56-70,90,77-80
Glass Guardian Stretch Riser,Power Forward,"6'10""",285,80,70,80,90,65,88,86,90,31,45,45,75,50,40,85,89,94,69,60,90,85
Grinder,Power Forward,"6'11""",252,84,80,73,85,75,68,78,67,76,60,50,75,62,67,84,85,96,70,59,84,77
Inside-Out Board Enforcer,Power Forward,"6'9"" to 7'0""",239-248,75-80,60-79,73-87,80-90,61-79,75-80,83-90,65-84,71-82,47-71,31-70,84-89,40-65,56-60,78-84,84-94,84-92,70-71,58-71,80-91,80-83
Inside-Out Board Hunter,Power Forward,"7'0""",245,87,75,74,82,87,73,83,59,76,71,50,80,66,36,80,95,92,70,50,79,83
Inside-Out Board-Hunting Bully,Power Forward,"6'9""",257,78,88,88,70,70,75,85,67,50,68,66,78,73,56,81,85,90,79,74,85,72
Inside-Out Cleaner,Power Forward,"6'11""",213,87,90,87,72,87,80,83,71,75,73,68,72,73,60,84,80,85,79,72,75,77
Inside-Out Glass Guardian,Power Forward,"6'11""",216-255,80-85,70-90,85-89,72-90,60-71,80,82-87,62-81,70-76,71-74,60-66,76-80,48-70,35-60,90,85-90,85-90,71-78,60-71,70-77,80
Inside-Out Playmaking Eraser,Power Forward,"6'11""",212,75-77,75-80,87,84-85,60,80-81,88-91,71-75,87,75,68,72-74,72-77,60-67,88,62-70,74-80,79,73,82,83
Inside-Out Point Four,Power Forward,"6'11""",210,75,70,87,81,60,80,86,83,85,75,68,82,71,67,84,77,80,79,73,78,88
Inside-Out Rim-Rocking Slasher,Power Forward,"6'8"" to 6'10""",220-250,73-75,71-78,87-94,60-82,50-58,78-80,85-90,64-75,60-83,78-84,60-78,79-83,70-76,40-60,50-78,45-77,70-83,76-85,65-82,77-91,80-90
Inside-Out Slashing Crasher,Power Forward,"6'8""",239,73,75,89,72,70,73,83,70,75,80,75,74,74,73,84,85,80,85,77,74,80
Inside-Out Slashing Dunker,Power Forward,"6'9""",230,78,72,92,93,61,75,85,95,55,80,71,76,52,59,83,36,61,81,76,96,78
Inside-Out Slashing Eraser,Power Forward,"6'10""",210,73,78,93,70,53,78,86,82,76,78,71,81,50,77,88,72,80,78,65,73,83
Inside-Out-Creating Eraser,Power Forward,"6'9"" to 6'11""",210-248,75-92,80-90,87-93,81-90,60-86,71-80,80-90,56-80,70-82,70-80,68-70,70-80,56-72,39-67,84-88,70-80,70-80,70-79,64-70,70-86,80
Inside-Out-Diming Eraser,Power Forward,"6'11""",212-225,75-84,70-75,87,72-85,60-86,74-80,83-87,72-74,85-87,63-74,63-68,80-82,71-74,60-65,88,56-85,80,75-79,69-73,79-83,78-90
Inside-Out-Slashing-Cleaner,Power Forward,"6'9""",248,78,80,87,81,55,79,89,72,76,75,68,74,71,73,74,70,85,78,74,75,88
Iso Savant,Power Forward,"6'5"" to 6'11""",210-245,74-85,72-91,87-96,49-75,41-83,81-95,83-91,66-85,54-85,74-86,67-86,53-81,50-76,35-73,31-84,33-79,41-85,75-86,67-82,64-84,75-89
Lob Threat Board Enforcer,Power Forward,"6'11""",243,74,66,80,89,57,70,80,60,69,47,37,84,71,60,84,85,94,73,64,91,85
Lob Threat Glass Visionary,Power Forward,"6'11"" to 7'0""",235-265,77-83,52-60,69-80,85-90,58-65,70-80,78-80,78-87,87,53-63,28-64,75-76,55-60,31-50,74-80,90-96,92-94,66-75,51-60,85-94,81-85
Lock & Board Bulldimer,Power Forward,"6'9""",255,76,76,93,81,59,36,25,39,85,56,50,83,84,55,83,90,94,80,74,93,82
Lock & Board Bulldozer,Power Forward,"6'9""",242-268,79-84,67-79,87-99,52-81,54-57,39-74,25-78,39-54,34-75,47-59,48-55,72-74,82-84,70-89,45-80,94-99,85-95,78-81,70-76,85-91,77-90
Lock & Board Diming Riser,Power Forward,"6'9""",268,81,57,76,85,57,41,25,45,87,58,48,72,84,85,78,96,92,78,72,91,88
Lock & Board Four,Power Forward,"6'9""",220-248,68-77,45-55,65-70,60-70,48-52,70-81,78-80,55-56,71-82,48-52,53,70-74,82-85,85,70-78,83-90,91-94,80-83,75-80,80-83,83-85
Lock & Board Mid-Paint Scorer,Power Forward,"6'8""",230,71,80,80,50,50,86,81,61,75,57,61,75,85,57,84,85,92,85,80,80,83
Lock & Board Middy Creator,Power Forward,"6'7""",263,75,71,75,38,51,87,75,62,76,86,75,82,85,60,84,84,92,85,78,85,83
Lock & Board Middy Maestro,Power Forward,"6'9""",248,76,54,73,38,65,82,80,60,89,65,70,72,85,73,56,90,96,80,75,91,70
Lock & Board Middy Scorer,Power Forward,"6'7"" to 6'9""",252-270,70-79,50-55,57-73,42-72,48-59,83-87,70-81,58-86,38-70,45-60,50-64,70-82,82-87,73-92,78-84,80-94,92-94,80-89,65-78,83-94,77-90
Lock & Board PlaySlash,Power Forward,"6'9""",210,79,74,94,90,50,83,80,58,90,80,73,66,81,51,51,83,91,73,61,59,81
Lock & Board Power Dunker,Power Forward,"6'9""",265,82,71,87,90,72,50,60,42,45,60,50,71,84,73,78,92,89,79,73,91,85
Lock & Board Rim Runner,Power Forward,"6'7"" to 6'9""",220-270,68-78,45-67,65-87,60-85,48-64,70-72,80,55-56,35-76,48-60,53-63,70-77,82-85,73-85,74-78,83-88,93-96,80-88,74-80,83-90,80-88
Lock & Board Skilled Stretch,Power Forward,"6'9""",248,80,65,80,80,80,80,86,62,65,80,70,80,80,65,70,92,93,80,75,70,60
Lock & Board Slasher,Power Forward,"6'9"" to 6'10""",220-248,76-79,70-79,89-90,72-87,54-74,70-80,80,62-70,70-71,74-77,69-70,79-81,79-81,61-71,78-81,85-88,85-89,70-79,61-74,77-79,69-80
Lock & Board Stretch Dunker,Power Forward,"6'8"" to 6'9""",240-262,73-79,60-73,77-93,48-60,56-65,73-81,82-86,58-64,33-82,52-58,45-54,71-84,74-87,57-72,54-81,85-94,90-93,74-84,74-77,91-93,80-83
Lock & Board Stretch Four,Power Forward,"6'8""",249,69,50,70,50,51,71,81,56,76,56,56,74,83,85,78,84,94,84,78,84,84
Lock & Board Stretch Riser,Power Forward,"6'9""",230,71,55,75,85,53,75,83,76,75,45,50,74,85,60,78,84,92,80,78,85,80
Lock & Board Stretch Slasher,Power Forward,"6'9""",248,86,90,85,52,56,77,86,64,75,80,70,85,85,57,63,90,90,75,70,75,75
Lock & Board Table Setter,Power Forward,"6'9""",254,75,65,75,83,64,35,25,39,87,60,50,75,82,85,78,90,94,80,70,95,90
Lock & Board Tempo Pusher,Power Forward,"6'8""",260,70,80,75,48,49,75,80,57,76,81,75,74,85,55,78,85,96,84,76,84,83
Master Of Both Ends,Power Forward,"6'10""",233,82,75,87,85,87,85,83,60,75,75,68,70,71,60,84,55,80,70,65,83,75
Mid-Paint Board Enforcer,Power Forward,"6'9"" to 7'0""",238-264,75-92,67-80,73-90,52-90,47-87,82-89,80-82,57-82,25-85,42-70,30-59,85-88,36-75,40-75,81-88,90-94,87-95,61-80,50-77,82-91,74-83
Mid-Paint Edge Enforcer,Power Forward,"6'10""",218,75,64,84,65,50,85,77,80,75,45,49,82,82,79,94,70,87,79,74,78,85
Mid-Paint Glass Guardian Bully,Power Forward,"6'10""",236,75,67,87,90,56,83,48,58,76,47,44,82,50,39,84,87,92,74,65,91,83
Mid-Paint Playmaking Cleaner,Power Forward,"6'9""",213,75,80,93,58,50,85,82,62,87,80,72,80,53,37,80,80,90,80,74,80,80
Mid-Paint Point Four,Power Forward,"6'7""",250,84,90,87,72,79,85,76,72,85,81,75,74,74,44,78,40,60,79,75,84,75
Mid-Paint Scorer,Power Forward,"6'11""",221,85,90,87,90,87,85,76,72,65,73,66,74,76,66,75,71,75,76,70,80,80
Mid-Range Rim-Rocking Eraser,Power Forward,"6'9""",222,80,77,90,55,70,88,80,77,70,80,72,80,75,60,85,80,80,82,80,70,80
Mid-Range Slasher,Power Forward,"6'7"" to 6'8""",237,82-83,89,86-91,67-74,75-78,84-85,75-80,71-72,80-84,79-80,74,73-74,73-74,43-46,73-75,39-44,60-61,79,75,84,75
Mid-Range Slashing Cleaner,Power Forward,"6'7"" to 6'8""",240-262,72-78,70-78,86-98,45-81,48-56,87-90,75-80,66-74,60-70,73-86,71-79,67-82,54-74,33-75,71-84,65-84,89-92,80-88,71-78,58-91,80-90
Paint-Hawking Middy Scorer,Power Forward,"6'7""",263,72,58,65,75,57,86,79,75,82,72,59,90,60,85,84,81,92,81,78,91,80
Physical 2-Way 3-Level Cleaner,Power Forward,"6'8"" to 6'11""",230-269,74-83,65-80,84-90,47-81,59-71,81-89,83-85,59-96,27-72,44-60,37-60,74-88,72-85,46-73,74-84,70-80,91-94,70-80,56-75,87-95,78-88
Physical 2-Way Faceup Riser,Power Forward,"6'11""",240,80,76,81,90,72,83,83,93,76,74,63,89,42,70,84,70,80,71,65,91,75
Physical 2-Way Stretch Slasher,Power Forward,"6'8"" to 6'9""",237-262,69-74,67-73,87-93,52-65,56-64,73-79,83-89,58-69,55-76,80-85,66-71,75-88,74-82,54-79,70-84,44-60,55-85,79-85,70-77,90-93,75-87
Physical 3-Level Scorer,Power Forward,"7'0""",223-250,92-94,89-90,80-85,90,75-90,84-94,86-90,75-76,55-66,60-71,58-63,74,45-65,29-55,74-75,55-62,80-85,69-75,56-65,86-94,83
Physical Board Enforcer,Power Forward,"6'9""",248,77,52-55,71-75,56-80,64,37-70,25-80,38-56,25-75,45,50,86-98,50-64,53-59,68-80,92,93,79-80,70-75,91-99,77-91
Physical Board Hunter,Power Forward,"6'9""",254,76,51,71,72,60,75,80,55,71,45,50,74,74,79,74,87,94,80,74,91,77
Physical Defensive Rebounder,Power Forward,"6'9""",254,73,60,70,70,56,70,80,70,71,45,50,74,74,72,78,80,95,80,74,91,85
Physical Disruptive Cleaner,Power Forward,"6'9""",255,70,60,73,55,60,70,79,58,70,45,50,77,73,85,88,80,94,80,71,90,80
Physical Edge Enforcer,Power Forward,"6'7"" to 6'9""",243-270,75-76,51-52,65-66,72-81,50-62,68-75,78-82,54-58,56-65,45-60,50-62,72-80,85,84-85,84-85,85-91,87-94,80-87,74-77,85-91,77-86
Physical Glass Guardian,Power Forward,"6'9""",248-255,73-81,56-60,61-68,51-81,56-60,70-75,70-80,46-65,25-75,35-55,38-50,71-82,40-74,40-80,84-85,85-95,95-98,65-80,54-75,90-95,80-88
Physical Lock & Board Four,Power Forward,"6'7"" to 6'9""",228-270,70-78,48-64,65-80,52-70,51-58,70-76,78-81,55-61,25-76,38-62,43-63,71-83,82-85,73-85,74-84,85-90,90-96,73-88,72-79,85-92,85-90
Physical Lockdown Crasher,Power Forward,"6'9""",248,75,80,80,56,58,70,75,71,70,60,64,80,80,75,80,85,80,80,65,93,90
Physical Mid-Slashing Cleaner,Power Forward,"6'7""",249,74,70,52,52,59,89,75,66,71,85,80,78,74,63,84,83,92,85,78,94,80
Physical Middy Glass Guardian,Power Forward,"6'9""",255,73,55,74,59,64,83,80,59,70,50,51,76,55,80,88,84,94,80,71,89,86
Physical Offensive Engine,Power Forward,"6'10""",225,80,71,90,75,68,90,85,71,92,78,69,80,60,44,80,82,68,70,73,85,72
Physical Versatile Defender,Power Forward,"6'9""",220-253,69-70,45-53,65-70,51-65,54-56,70,80,55-56,71,45-50,50-53,82,85,85-86,74,80-81,92-94,80-83,75-80,84-91,78-81
Pick & Pop Board Enforcer,Power Forward,"6'9"" to 6'11""",235-275,71-86,50-75,70-80,45-81,55-64,75-92,83-89,59-87,55-82,40-70,33-66,86-90,41-72,44-52,70-90,84-91,90-96,69-78,60-71,87-94,65-87
Pick & Pop Cleaner,Power Forward,"6'9""",255,73,50,70,72,56,73,83,58,45,43,47,75,70,79,74,80,96,77,74,91,90
Pick & Pop Four,Power Forward,"6'7""",240,71,70,70,71,70,80,90,68,71,64,68,73,60,60,76,71,60,85,82,96,96
Pick & Pop Playmaking Eraser,Power Forward,"6'9""",233,65,75,80,72,70,73,83,71,87,80,70,75,74,73,84,70,84,76,74,93,70
PlaySlash Edge Enforcer,Power Forward,"6'8""",243,73,73,93,53,51,65,75,56,87,86,75,77,83,60,93,67,92,75,75,57,83
Point Four,Power Forward,"6'9""",249,77,80,80,73,80,80,80,72,92,75,68,80,72,75,81,59,80,80,74,74,83
Post Bully Stretch Eraser,Power Forward,"7'0""",235,87,81,85,75,90,92,86,77,75,73,61,83,42,38,87,80,80,72,61,85,80
Post-Bullying Stretch Cleaner,Power Forward,"7'0""",240,82,73,80,93,87,78,81,59,79,60,60,80,38,45,80,80,95,65,50,90,72
Post-Dimming Board Enforcer,Power Forward,"7'0""",235,85,65,63,90,90,75,82,69,85,56,61,90,42,45,85,90,90,72,61,87,57
Post-Scoring Cleaner,Power Forward,"6'11""",235,84,80,93,90,87,78,65,70,65,67,60,80,45,67,78,75,85,70,60,83,80
Post-Scoring Stretch,Power Forward,"6'11""",213,85,90,86,73,86,89,83,70,75,73,68,72,71,60,80,70,83,79,72,79,83
Post-Scoring Stretch Dimer,Power Forward,"6'11""",210-248,84-96,89-90,65-87,56-76,87-90,88-93,85-89,73-88,85,73,62-68,70-80,71-72,60-67,74-84,67-80,72-80,73-79,62-72,75-80,60-80
Post-Scoring Stretch Eraser,Power Forward,"6'10"" to 7'0""",210-225,81-92,64-90,73-89,67-81,85-95,79-94,63-91,64-93,50-80,50-75,45-68,70-82,63-76,45-73,84-88,55-80,74-85,75-80,68-75,71-82,75-80
Power-Dunking Board Enforcer,Power Forward,"6'8"" to 6'11""",250-271,75-86,75-80,88-99,83-90,50-61,46-71,25-80,49-56,30-65,48-75,32-68,85-90,41-76,49-60,88-94,90,89-96,68-71,53-67,85-90,79-85
Power-Finishing Cleaner,Power Forward,"6'11""",240,92,93,89,81,67,52,25,54,70,71,63,75,73,60,74,65,90,74,65,91,87
Putback Post Bully Eraser,Power Forward,"6'11""",256,81,70,87,90,86,80,76,56,45,67,60,82,71,73,93,85,70,65,60,86,83
Rim-Reaping 3-Level Creator,Power Forward,"6'8"" to 7'0""",225-250,75-88,67-80,83-90,54-81,53-80,81-93,80-91,66-91,68-85,70-80,55-68,74-82,45-75,39-73,84-93,60-80,85-92,67-78,48-75,73-87,74-83
Rim-Reaping 3-Level Dimer,Power Forward,"6'11"" to 7'0""",213-246,80-84,57-80,73-89,81-90,60-64,85-89,83-84,61-75,85,55-73,31-68,82,62-71,60-62,84-88,60-80,85-94,70-75,50-70,78-91,77-80
Rim-Reaping 3-Level Scorer,Power Forward,"6'8"" to 7'0""",212-282,73-89,68-90,84-93,59-90,47-85,85-93,80-90,60-89,55-84,47-74,40-69,70-83,40-74,35-73,76-93,60-80,85-92,70-85,50-77,72-86,77-90
Rim-Reaping Inside-Out Dimer,Power Forward,"6'11""",229,84,70,89,90,59,60,65,46,87,60,65,82,72,62,93,67,92,76,68,72,83
Rim-Reaping Inside-Out Pilot,Power Forward,"6'9""",240,75,75,90,60,51,78,84,74,85,75,70,80,53,59,87,69,90,81,66,86,80
Rim-Reaping Inside-Out Scorer,Power Forward,"6'11""",235,82,80,88,80,87,73,83,75,78,60,60,77,72,67,85,67,92,75,65,82,80
Rim-Reaping Mid-Paint Scorer,Power Forward,"6'10"" to 6'11""",210-245,75-92,56-80,73-93,72-90,54-79,79-90,50-80,61-75,71-83,65-73,52-68,74-82,62-75,37-73,84-93,60-80,85-92,70-79,55-72,70-83,77-90
Rim-Reaping Mid-Post Creator,Power Forward,"6'10""",225,84,75,75,85,87,85,80,86,71,75,69,82,62,40,84,78,85,74,73,78,74
Rim-Reaping Mid-Post Riser,Power Forward,"7'0""",239,84,60,75,95,86,89,80,69,71,65,60,77,62,38,93,70,85,70,60,83,80
Rim-Reaping Mid-Range Bully,Power Forward,"6'9""",260,73,53,70,69,56,83,80,60,65,44,49,81,70,75,84,80,94,79,73,91,75
Rim-Reaping Mid-Range Scorer,Power Forward,"6'10""",225,74,54,74,72,79,83,74,59,71,50,55,82,73,73,93,67,92,78,73,83,88
Rim-Reaping Mid-Range Slasher,Power Forward,"6'11""",213,85,90,89,72,77,89,80,82,80,74,68,82,71,67,84,60,85,79,72,79,78
Rim-Reaping Pick & Popper,Power Forward,"6'11""",248,87,62,73,81,62,92,81,69,65,65,56,82,52,60,93,67,92,70,60,91,80
Rim-Reaping Poster Dunker,Power Forward,"6'9""",265,82,75,95,90,57,48,33,73,70,56,48,82,47,48,93,80,94,77,70,91,86
Rim-Reaping Rim Runner,Power Forward,"6'11""",213-232,75-86,80-90,91-93,70-78,61-71,70-80,40-72,56-75,65-84,65-70,64-68,77-82,45-71,38-73,93,61-80,86-92,75-79,67-72,74-83,80-88
