Build Name,Position,Height,Weight,Close Shot,Driving Layup,Driving Dunk,Standing Dunk,Post Control,Midrange Shot,Threepoint Shot,Free Throw,Pass Accuracy,Ball Handle,Speed With Ball,Interior Defense,Perimeter Defense,Steal,Block,Offensive Rebound,Defensive Rebound,Speed,Agility,Strength,Vertical
Crafty Inside-Out Board Hunter,Center,"6'11""",245,87,89,89,90,65,75,85,60,71,73,62,77,45,33,70,92,95,73,58,70,78
Crafty Inside-Out Shot Eraser,Center,"7'0""",253,75,80,80,90,61,80,86,61,80,71,46,81,65,44,99,57,80,68,48,80,80
Crafty Mid-Post Break Starter,Center,"7'4""",230,87,76,73,90,87,88,69,84,87,65,44,82,62,37,84,75,85,62,47,79,73
Crafty Paint-Finishing Cleaner,Center,"7'2""",232,78,82,81,93,55,78,77,60,77,45,48,80,34,35,84,80,98,64,49,80,77
Crafty Post-Scoring Cleaner,Center,"7'4""",236,94,69,57,80,99,56,25,59,71,49,41,84,49,45,81,75,92,60,40,77,72
Crafty Stretch Anchor,Center,"7'4""",230,91,77,73,75,67,90,89,70,80,65,44,91,62,53,93,60,85,62,47,79,70
Crafty Stretch Board Enforcer,Center,"7'4""",232,87,76,71,81,64,90,86,79,76,61,43,85,62,53,93,85,85,61,46,74,73
Crafty Stretch Lob Threat,Center,"7'4""",230-232,94-99,76,72-73,90-95,76-85,90,89,67-68,47-75,65,43-44,75-85,35-59,30-41,82-85,57-60,68-85,61-62,42-46,79-80,73
Crafty Walking Bucket,Center,"6'11"" to 7'0""",229-255,88-92,75-85,84-87,90,64-77,89-93,87-90,90-92,70-76,67-74,55-62,85,35-62,45-51,84,60-70,85-88,63-72,60-63,83,77-80
Crashing Inside-Out Eraser,Center,"6'11""",250,85,60,72,90,87,73,78,59,76,45,30,85,40,40,88,90,85,60,47,95,80
Crashing Mid-Paint Scorer,Center,"7'0""",240-255,82-85,80-85,87-89,90,86-87,83,75-80,59-71,65-82,65-67,57-60,82,40-62,37-60,75,92-95,80,68-71,55-59,78-79,78
Crashing Power Dunker,Center,"7'0""",263,84,67,87,90,65,44,25,45,76,50,55,82,40,37,84,98,83,66,52,95,81
Dimemashing Board Enforcer,Center,"7'2""",255,90,76,73,90,67,78,77,83,87,54,44,87,60,60,84,90,85,57,43,83,73
Diming Glass Guardian Popper,Center,"7'0""",253-255,70-82,56-57,65-75,75-82,61-65,75-85,83-85,67-92,85-87,52-55,27-42,82,43-64,42-60,88-93,89-94,94,67-68,55,85-91,80-82
Diming Glass Guardian Riser,Center,"7'0"" to 7'1""",245-255,75-84,50-77,68-75,90-95,61-65,45-70,25-80,55-80,85-87,48-52,29-30,80-82,38-63,38-61,88-93,85-96,85-92,61-70,46-58,90-94,76-83
Diming Inside-Out Crasher,Center,"7'0"" to 7'1""",253-266,77-80,53-65,59-85,90,61-79,80,83-90,69-85,87,47-52,25-28,81-82,36-43,36-37,74-84,96-99,83-84,56-68,38-50,91,70-78
Diming Lob Threat Crasher,Center,"7'1"" to 7'4""",237-258,77-81,53-71,73-75,90-95,60-65,65-80,27-78,58-84,87-93,45-47,25-41,80-83,32-50,38-60,88-93,94-96,80-81,59-62,41-48,77-93,72-77
Diming Putback Posterizer,Center,"7'0""",256,79,67,87,90,61-77,39-68,25-78,42-74,87,52-53,27-28,71-75,36-62,32-60,74,99,84,60-66,40-46,91-95,77-80
Diming Rim-Wrecking Crasher,Center,"7'0""",250,84,60,80,90,60,76,78,81,87,52,27,82,35,60,84,98,84,64,45,83,77
Drive & Rise Board Enforcer,Center,"6'7""",270,80,60,80,90,68,80,81,58,85,75,63,88,70,45,80,88,95,80,75,95,80
Edge-Enforcing Lob Threat,Center,"6'9""",247,80,60,80,90,62,40,25,42,76,46,50,77,85,73,93,94,90,80,76,91,83
Edge-Enforcing Rim Runner,Center,"6'8"" to 6'9""",219-260,63-78,63-67,83-87,45-52,25-60,72-75,81,57-84,25-70,48-50,49-52,75-77,82-87,78-89,90-93,70-91,92-94,79-82,73-83,57-86,80-84
Floor-Sweeping Power Dunker,Center,"6'8""",258,75,80,93,90,56,35,25,37,70,62,67,82,72,80,93,90,95,70,70,91,83
Footer,Center,"7'0""",246,84,80,73,85,79,80,83,70,87,65,55,85,62,60,85,75,94,70,55,84,74
Glass Guardian,Center,"7'0"" to 7'2""",258-259,79-85,54-64,49-73,59-90,54-70,69-80,79-89,55-71,25-60,25-33,25-29,80-84,44-60,39-62,84-99,85-99,96-99,56-67,38-53,64-95,64-72
Glass Guardian Diming Dunker,Center,"7'0"" to 7'1""",240-248,75-80,61-80,77-89,90,61-70,37-80,25-80,41-82,87,48-66,25-58,82,36-65,37-60,85-88,90-94,85-92,64-71,51-57,91,78-83
Glass Guardian Lob Threat,Center,"7'0"" to 7'4""",230-246,80-84,60,75-78,90,60-61,73-77,76-80,53-79,60-76,39-52,25-30,82,52-63,40-60,88-95,85-95,94-95,62-70,47-50,73-91,60-83
Glass Guardian Middy Maestro,Center,"6'11""",223,80,70,75,72,70,82,78,91,87,70,65,82,42,60,88,90,92,70,69,78,80
Glass Guardian Paint Pounder,Center,"7'0""",246,90,70,60,90,91,80,80,55,25,46,31,85,65,40,90,92,94,70,58,91,75
Glass Guardian Pick & Popper,Center,"7'0"" to 7'4""",243-259,75-80,50-55,65-66,81,61-63,80-85,82-89,63-82,71-82,57-65,32-38,82-83,38-65,43-61,86-93,92-94,90-96,50-70,39-59,86-91,60-80
Glass Guardian Stretch Riser,Center,"7'0"" to 7'4""",230-269,75-88,56-74,61-76,85-92,60-80,74-89,81-90,60-89,43-82,30-65,25-54,77-86,30-63,35-53,84-93,85-95,85-97,25-69,25-57,78-94,55-80
Glass Visionary Power Dunker,Center,"7'0""",240-263,75-80,67-76,87-89,90,61-77,35-80,25-78,37-83,87-93,52-65,27-56,71-82,62-65,60-70,74-84,94-95,85-94,66-71,50-57,91-94,71-81
Inside-Out Board Enforcer,Center,"6'11"" to 7'4""",241-266,75-90,50-80,54-89,77-90,53-87,74-80,83-90,66-91,37-87,37-70,25-60,85-94,35-65,40-51,70-91,85-95,87-96,54-70,41-60,76-91,66-83
Inside-Out Board Hunter,Center,"7'3""",235,85,71,58,95,87,80,83,64,75,43,41,82,62,37,84,90,90,64,44,76,70
Inside-Out Board-Hunting Bully,Center,"7'4""",236,85,60,71,90,86,80,85,82,81,65,43,82,61,37,79,87,88,60,45,86,72
Inside-Out Break Starter,Center,"6'11"" to 7'4""",230-259,75-92,50-75,58-89,90-95,60-93,75-80,85-90,62-83,85-93,40-65,25-44,76-82,35-62,32-60,64-84,60-84,85-96,47-72,41-61,76-95,70-80
Inside-Out Glass Guardian,Center,"7'0"" to 7'4""",229-250,75-84,50-82,60-87,84-90,53-87,74-80,83-89,60-89,45-87,37-70,25-62,80-82,32-68,37-66,88-93,85-92,86-96,59-73,45-63,80-91,71-83
Inside-Out Glass Visionary,Center,"7'0"" to 7'1""",240-266,75-84,53-82,73-87,80-90,59-77,60-80,60-90,56-86,87-92,47-70,25-55,80-85,36-63,36-62,68-85,86-99,84-94,58-71,38-56,83-93,75-83
Inside-Out Playmaking Cleaner,Center,"6'11""",279,84,80,80,65,87,80,90,70,87,75,56,80,69,39,80,79,94,67,53,86,75
Inside-Out Playmaking Eraser,Center,"7'1""",227,78,70,80,89,73,80,90,85,87,72,57,84,62,43,90,71,83,70,58,84,82
Inside-Out-Diming Eraser,Center,"7'4""",233,84,70,75,90,79,80,83,83,87,40,40,78,60,38,93,92,77,60,45,79,70
Inside-Out-Dimming Eraser,Center,"6'11""",253,80,70,80,81,80,80,83,79,90,55,40,80,42,35,89,90,80,72,60,90,80
Inside-Out-Slashing Cleaner,Center,"6'9""",245-265,70-72,72,89-92,54-57,56-60,80-81,83-91,68-76,55-71,63-76,68-70,73-85,49-75,41-65,84,80-84,86-92,74-79,71-72,90-91,78-80
Lob Threat Board Enforcer,Center,"7'0"" to 7'4""",220-268,75-82,50-78,50-75,85-95,55-70,42-80,25-80,43-89,26-78,25-56,25-47,87-94,38-66,42-59,78-98,90-99,89-95,38-70,35-60,73-95,63-81
Lob Threat Glass Visionary,Center,"7'0"" to 7'1""",246-253,75-86,50-70,67-76,90-93,59-65,70-80,78-80,55-90,85-87,47-66,26-58,74-82,39-65,37-70,78-84,85-94,85-99,55-70,39-58,89-95,70-83
Lock & Board Big,Center,"6'9""",220,70,45,65,60,50,70,80,56,76,48,53,70,83,85,78,85,94,83,80,83,85
Lock & Board Bulldozer,Center,"6'9""",244-268,75-77,70-77,87-95,72-85,57,35-37,25,37-42,39-76,53-56,52-60,74-80,85,85-86,85-89,90,94-95,78-80,72-76,91-92,82-89
Lock & Board Rim Runner,Center,"6'9""",220-245,68-70,57-61,75-80,60-81,51-53,70,80,55-58,75-76,48,52-53,70-80,82-83,60-73,78-84,83-85,94,80-83,76-80,83-85,80-90
Lockdown Cleaner,Center,"6'9""",220,65,51,70,72,48,70,80,74,77,48,53,82,77,73,84,80,94,83,80,83,80
Mid-Paint Board Enforcer,Center,"6'11"" to 7'4""",225-260,81-86,56-70,52-89,72-92,75-84,81-90,45-82,57-82,32-75,31-54,25-59,85-89,36-74,41-72,84-93,90-95,85-96,40-75,38-65,79-91,67-80
Mid-Paint Break-Starting Bully,Center,"7'0""",239,85,80,87,85,76,87,80,70,90,70,60,80,50,60,80,75,90,71,60,86,77
Mid-Paint Glass Guardian Bully,Center,"7'0""",253,80,70,73,93,64,85,80,61,82,48,30,80,39,35,88,94,90,50,45,94,82
Mid-Post Glass Guardian Riser,Center,"7'4""",232,92,67,58,90,85,85,71,89,80,37,26,82,32,37,88,89,90,60,45,80,73
Mid-Post Lob Threat Cleaner,Center,"7'0""",250,91,66,60,89,91,82,37,60,74,55,51,85,39,42,84,85,95,69,56,91,74
Mid-Range Board Enforcer,Center,"7'1"" to 7'4""",231-235,76-77,51-53,58-73,73-81,51-52,81-82,80,65-79,80-82,42-54,40-44,85,40-62,43-60,93-98,90-93,95,62-67,46-55,65-82,73-81
Mid-Range Slashing Cleaner,Center,"6'8""",261,79,79,99,59,70,81,39,73,69,78,75,70,47,33,78,70,95,76,69,87,90
Paint-Diming Glass Guardian,Center,"7'0""",248,87,80,62,90,62,80,78,65,87,52,40,82,35,60,88,96,85,65,55,83,77
Paint-Finishing Board Enforcer,Center,"7'0"" to 7'1""",227-230,78-95,81-85,70-85,85-90,75-83,80,40-80,57-80,70-80,50-54,30-56,85-90,40-66,45-50,90-91,85-90,90-92,65-70,58-61,70-75,80
Paint-Scoring Crasher,Center,"7'0""",237,82,80,89,90,87,80,75,74,75,66,60,82,64,60,75,92,80,70,60,78,78
Physical 2-Way 3-Level Cleaner,Center,"6'11"" to 7'4""",237-253,80-89,65-88,55-87,60-92,72-90,84-94,80-91,64-80,60-82,35-75,25-61,86-91,37-59,43-62,71-84,65-85,85-92,55-70,37-58,89-95,67-83
Physical 2-Way 3-Level Crasher,Center,"7'0"" to 7'4""",240-246,84-86,70-80,65-73,81-90,87-90,83-86,87-89,65-89,70-71,40-70,41-55,88,38-40,43,84,90-92,80-84,56-70,42-60,86-90,70-75
Physical 2-Way Stretch Slasher,Center,"6'10""",250,70,70,90,76,63,80,85,60,59,78,65,90,65,50,80,80,80,74,67,90,80
Physical Backline Lob Threat,Center,"6'11"" to 7'4""",245-258,75-84,50-73,52-75,86-90,60-76,66-80,75-80,51-73,65-84,34-61,25-57,85-92,49-64,44-60,88-94,70-84,92-94,51-70,39-60,89-92,66-84
Physical Ball Snatcher,Center,"6'9""",248,76,70,80,85,56,36,25,36,76,46,50,76,74,85,74,91,97,80,75,91,91
Physical Board Enforcer,Center,"7'1"" to 7'2""",257-260,79-84,59-70,62-70,70-83,65-69,67-72,77-78,52-57,25-82,36-42,25-41,87,39-40,44-60,72-84,97-99,90-99,49-61,29-47,91-92,72-77
Physical Edge Enforcer,Center,"6'9""",255,76,59,71,55,56,70,80,55,70,45,50,77,82,54,93,80,94,80,71,90,90
Physical Glass Guardian,Center,"6'11""",263-264,84,70-76,73,81,59,74,80,57-60,75,41-46,30,82,71,60,93,92,85,70,58,91,77
Physical Glass Visionary,Center,"7'0""",253-257,91,69-70,70,81,67,70,80,59-61,93,58-68,33-43,76,64,60,78,94,89,67,54,91,75-82
Physical Inside-Out Cleaner,Center,"7'0""",269,85,80,82,90,90,80,90,69,25,49,54,80,35,35,80,74,99,65,50,90,80
Physical Inside-Out Rim Reaper,Center,"7'0""",256,80,80,83,94,57,80,90,65,78,44,27,82,37,38,93,70,94,67,54,87,82
Physical Lock & Board,Center,"6'9""",255-260,78-79,54-63,61-70,72-81,56-64,38-70,25-80,38-58,65-75,45-52,49-50,75-80,82-85,73-85,74-79,92-94,92-94,79-80,73-74,91-95,81-90
Physical Mid-Paint Rim Reaper,Center,"6'11"" to 7'0""",250-264,80-82,60-63,75-83,90-93,61-79,82-87,80,61-65,38-70,43-50,29-50,76-79,39-70,44-58,85-93,70-74,94-99,65-70,49-57,91-95,65-77
Physical Mid-Paint Shot Eraser,Center,"7'0""",237,85,70,87,81,79,85,70,81,76,60,50,82,62,45,88,85,85,72,60,90,85
Physical Mid-Post Cleaner,Center,"6'11""",242,84,59,68,75,84,81,80,78,79,50,50,84,72,67,84,80,91,74,64,90,83
Physical Middy Board Enforcer,Center,"6'11"" to 7'0""",237-251,85-92,60-67,73-78,73-84,60-70,85-90,76-80,65-84,75-76,40-70,36-60,85-88,42,40-43,84,90-92,85-94,72,61,90-91,77-80
Physical Middy Glass Visionary,Center,"7'0""",242,80,55,65,81,61,85,80,60,92,57,32,82,65,60,84,92,90,70,59,91,80
Physical Putback Dime-Dropper,Center,"7'0""",248-263,80-84,57-61,75,90-93,61-68,45-80,25-78,70,87,52,27-29,80-82,40-48,35-61,78-84,94-97,82,66-68,52-57,91-98,80-81
Physical Rim Reaper,Center,"6'11""",264,84,70,73,81,59,74,80,62,55,46,31,82,43,60,93,72,97,70,55,94,83
Physical Shot-Erasing Crasher,Center,"7'0""",253,79,70,57,81,67,64,74,54,25,30,25,79,41,44,99,99,84,49,55,96,70
Pick & Pop Board Enforcer,Center,"6'11"" to 7'4""",242-259,72-85,50-72,43-79,52-85,57-80,75-90,75-89,55-80,69-90,26-65,25-53,85-91,36-64,40-66,78-94,85-97,85-98,51-70,39-57,85-96,57-80
Pick & Pop Cleaner,Center,"7'1""",242,88,63,70,82,65,92,90,68,71,70,52,82,61,45,84,80,89,65,53,92,80
Pick & Pop Glass Visionary,Center,"7'0"" to 7'4""",249-256,74-84,50-70,65-73,81-84,62-65,72-89,80-89,57-92,87-94,52-60,29-53,76-84,38-64,37-43,78-84,85-94,90-96,55-69,42-57,86-95,66-83
Pick-Diving Cleaner,Center,"6'9""",255,70,77,89,72,57,70,80,58,65,49,50,82,64,66,78,80,94,80,70,91,82
PlayShot Board Enforcer,Center,"6'11""",253,78,68,88,68,58,75,85,61,87,73,55,89,42,44,85,93,90,72,57,83,78
Post Bully Board Enforcer,Center,"7'0"" to 7'2""",245-253,83-85,58-80,60-80,90,87-90,45-70,26-80,45-56,70-89,43-54,26-31,86-90,36-40,41-45,90-94,85-92,90-94,50-60,31-45,90-95,60-75
Post Bully Cleaner,Center,"7'0""",290,96,80,80,85,90,80,78,73,76,60,49,85,60,40,74,69,94,58,43,92,70
Post Bully Glass Visionary,Center,"7'0""",246,83,59,68,90,87,80,78,82,91,58,33,80,40,35,78,89,92,70,58,90,83
Post Creator,Center,"6'10""",215,81,75,95,95,86,41,26,43,40,65,70,85,70,47,85,60,85,79,75,80,90
Post-Bullying Stretch Crasher,Center,"7'1"" to 7'4""",246-266,92,70-79,60-70,90,87,77-79,87-89,62-64,75-82,37-70,25-48,82-84,34-60,37-39,74-84,92-94,78-79,56-58,42-45,89-90,70
Post-Dimming Board Enforcer,Center,"7'0"" to 7'4""",232-253,84-96,60-79,60-65,81-86,87-95,70-74,32-36,63-70,85,37-56,25-60,85-86,58-64,40-41,82-84,90-98,85-90,53-60,40-45,82-86,63-68
Post-Scoreing Board Enforcer,Center,"7'4""",260,82,59,43,83,87,73,80,75,75,37,25,85,46,51,85,96,96,50,30,83,54
Post-Scoring Board Enforcer,Center,"7'0"" to 7'4""",235-253,87-94,68-73,57-70,82-93,85-92,54-81,25-80,54-58,25-82,40-50,25-37,86-90,39-60,42-53,80-99,85-95,88-95,29-60,31-45,80-88,70-75
Post-Scoring Glass Guardian,Center,"7'4""",230,94,69,78,68,91,54,25,54,25,42,25,84,34,44,99,96,89,62,42,73,73
Post-Scoring Glass Visionary,Center,"7'4""",250,89,72,73,90,89,77,51,57,87,49,40,83,53,51,81,88,88,54,41,82,69
Post-Scoring Stretch Cleaner,Center,"7'4""",230,91,70,73,90,96,79,89,89,40,65,44,80,62,35,84,84,85,62,47,70,73
Post-Scoring Stretch Dimer,Center,"7'1"" to 7'4""",226-230,85-89,62-75,63-73,90-92,84-90,88-93,89,65-91,86-93,37-70,25-50,75-85,41-62,33-40,74-85,79-84,68-85,62-70,47-58,79-83,70-77
Post-Scoring Stretch Eraser,Center,"7'4""",230,92,68,66,90,88,79,89,64,82,44,25,85,35,40,91,79,85,62,47,81,66
Post-Up Rim-Rocking Crasher,Center,"6'9""",254,90,70,85,81,95,50,25,50,82,73,68,82,45,39,84,94,80,75,74,94,88
Power Slasher,Center,"6'10""",250,70,80,85,70,70,75,78,82,80,78,65,80,70,60,80,70,70,74,67,95,88
Power-Dimming Glass Guardian,Center,"7'1""",258,80,80,70,95,65,45,25,70,87,48,25,82,36,38,93,96,85,61,46,91,77
Power-Dunking Board Enforcer,Center,"6'11"" to 7'0""",243-246,77-82,68-72,81-90,90-92,61-77,42-80,25-80,42-67,25-75,42-50,28-33,88-93,40-55,43-48,92-93,90-92,85-94,52-73,38-63,89-91,80-85
Power-Slashing Board Enforcer,Center,"6'11""",257,84,70,89,90,60,65,74,51,55,73,60,88,62,44,85,86,86,71,60,91,85
Putback Dimemashing Eraser,Center,"7'4""",232,92,70,58,90,71,70,78,60,87,43,42,80,62,58,94,90,82,61,46,72,72
Rim-Reaping 3-Level Bully,Center,"6'11"" to 7'3""",239-260,80-92,56-82,53-87,81-90,57-87,85-93,82-90,63-93,65-83,38-70,25-60,80-85,33-62,37-61,86-94,67-85,91-95,53-71,39-61,85-91,68-85
Rim-Reaping 3-Level Creator,Center,"7'0""",260,87,75,74,80,89,89,85,92,76,60,51,80,60,46,90,75,95,67,53,73,81
Rim-Reaping 3-Level Dimer,Center,"7'4""",230-258,78-86,59-71,65-73,85-91,60-84,82-90,69-89,64-89,82-87,37-65,27-44,78-82,32-62,38-53,92-93,70-84,85-96,51-62,39-47,79-83,60-73
Rim-Reaping 3-Level Scorer,Center,"7'0"" to 7'4""",230-253,82-92,62-77,50-87,80-95,60-94,81-90,69-89,59-88,45-82,41-70,28-62,77-85,32-62,33-60,86-95,60-82,85-94,58-73,42-63,70-90,65-85
Rim-Reaping Crafty Dimemasher,Center,"7'3""",244,92,70,73,85,77,80,79,85,87,52,41,79,30,40,93,71,96,60,44,74,70
Rim-Reaping Crafty Paint Dimer,Center,"7'3""",231,91,80,75,90,66,78,75,76,93,43,40,80,62,38,93,70,94,65,45,72,74
Rim-Reaping Diming Dunker,Center,"7'0""",239,80,70,89,90,60,80,80,83,87,54,31,82,40,40,93,70,94,70,60,85,84
Rim-Reaping Diming Post Bully,Center,"7'0""",246,85,80,80,82,88,48,25,48,92,58,33,77,62,38,88,75,96,70,50,91,80
Rim-Reaping Diming Riser,Center,"7'0"" to 7'4""",230-255,80-84,55-70,75,90,61-77,70-71,78-80,54-80,87-90,40-65,30-55,78-82,39-62,58-60,88-93,70-84,94-96,62-70,47-51,72-91,70-83
Rim-Reaping Inside-Out Dimer,Center,"7'0"" to 7'4""",227-258,75-92,53-70,55-75,90-95,59-89,75-80,78-90,65-82,87-92,37-65,25-43,77-83,33-62,35-47,84-93,71-83,86-96,57-70,41-57,80-92,70-83
Rim-Reaping Inside-Out Scorer,Center,"6'10"" to 7'1""",227-267,75-82,70-80,80-89,90-92,50-87,78-80,83-90,67-77,70-82,50-73,34-57,77-82,41-72,38-45,88-93,60-70,85-94,70,55-60,82-83,80-83
Rim-Reaping Mid-Paint Scorer,Center,"6'11"" to 7'4""",231-244,84-92,70-80,60-93,90,67-80,81-87,42-80,75-89,80-81,46-53,33-36,77-84,40-62,38-60,93,67-80,92-94,62-76,46-67,63-83,73-83
Rim-Reaping Mid-Post Maestro,Center,"7'0""",240,80,55,62,90,83,85,82,76,88,53,31,85,62,40,88,70,94,71,60,90,77
Rim-Reaping Mid-Post Riser,Center,"7'4""",230,87,76,73,90,87,88,69,63,76,65,44,82,62,37,90,75,85,62,47,79,73
Rim-Reaping Middy Maestro,Center,"7'0""",240,84,60,65,81,61,89,74,71,87,52,31,82,62,60,93,84,94,71,60,91,63
Rim-Reaping Pick & Popper,Center,"7'0"" to 7'1""",230-240,82-83,57-80,75-80,81-85,62-84,87-88,84-85,63-80,76-80,41-58,31-50,82,45-62,38-60,84-88,82-84,86-97,69-71,57-60,85-88,80-83
Rim-Reaping Post Bully Riser,Center,"7'4""",249,84,59,73,95,85,66,76,52,65,36,25,82,38,38,93,71,96,55,42,86,69
Rim-Reaping Post Scorer,Center,"7'0""",220,86,70,87,90,88,80,78,55,75,47,34,77,42,38,93,71,96,72,66,72,80
Rim-Reaping Post-Lob Threat,Center,"7'4""",230-240,84-87,71-77,73,90,87-90,74-80,69-76,61-70,76,50-65,40-44,82,59-62,38,90-93,75-76,85-94,55-62,42-47,79-81,71-73
Rim-Reaping Post-Up Stretch,Center,"7'3"" to 7'4""",230-231,82-87,60-80,73-75,90,85-87,80,83-89,65-71,71-82,57-66,44,80-82,62,37-50,88-93,70-84,85-92,62-66,46-48,72-80,70-75
Rim-Reaping Poster Dunker,Center,"7'0""",240,78,75,83,85,75,75,80,58,65,55,60,80,48,67,93,80,94,70,60,85,84
Rim-Reaping Power Dunker,Center,"7'0""",243,90,70,90,90,65,50,25,50,60,50,35,80,40,40,90,80,99,70,55,85,80
Rim-Reaping Rim Runner,Center,"6'11"" to 7'1""",225-231,70-76,75-80,86-88,81,55-79,75-80,78-80,61-84,76-78,61-70,57-64,80-82,64-72,42-67,93,69-82,92-94,70-75,58-60,76-83,76-83
Rim-Reaping Stretch Dimer,Center,"6'11"" to 7'4""",230-246,81-87,56-62,65-73,70-83,56-79,80-90,83-89,61-83,87-94,42-65,25-44,82-85,40-62,38-48,88-93,77-84,85-96,59-74,45-65,80-90,65-83
Rim-Reaping Stretch Dunker,Center,"6'11"" to 7'0""",232-270,75-84,58-75,77-87,89-90,50-75,73-80,82-90,61-86,76-82,48-71,25-61,82-84,36-71,37-61,87-93,70-80,92-94,64-73,50-62,83-91,77-85
Rim-Reaping Stretch Five,Center,"7'1"" to 7'4""",230-246,85-93,70-73,65-73,81,79-84,90-93,84-89,69-76,75-80,65-70,41-50,80-84,36-62,38-52,93,65-83,85-90,56-68,42-55,78-83,70-75
Rim-Reaping Stretch Lob Threat,Center,"6'11"" to 7'4""",230-257,75-92,62-79,73-75,90-95,58-79,73-80,83-90,61-90,71-82,36-65,25-44,80-82,33-72,37-66,88-93,70-84,85-96,60-75,40-60,78-91,66-80
Rim-Reaping Stretch Rim Rocker,Center,"7'0""",245,83,74,83,84,78,79,84,68,76,70,57,84,44,61,92,75,91,70,58,85,80
Rim-Reaping Stretch Riser,Center,"6'11"" to 7'4""",230-255,79-85,57-75,55-73,90-95,59-80,84-90,70-89,60-89,71-84,34-70,25-60,72-85,39-62,37-60,89-93,60-84,85-99,62-72,47-61,72-94,70-83
Rim-Reaping Table Setter,Center,"6'10""",240,68,53,73,68,56,69,79,91,94,59,59,80,46,48,93,69,94,76,70,91,88
Rim-Rocking Board Enforcer,Center,"6'10""",250,80,75,85,83,70,40,25,41,70,70,65,90,79,65,68,94,97,65,59,77,76
Rim-Rocking Slashing Cleaner,Center,"6'7"" to 6'10""",233-250,72-78,67-70,80-87,72,77-83,75-85,80-83,60-94,71-76,43-82,48-75,74,73-87,60-73,78-84,81-82,90-94,77-85,71-80,73-83,78-86
Rim-Rocking Stretch Ball Hawk,Center,"6'8""",232,64,64,80,44,60,73,83,79,55,55,60,82,92,87,80,60,80,80,80,91,77
Rim-Rocking Stretch Slasher,Center,"6'7"" to 6'9""",215-250,69-77,70-76,87-96,45-81,50-74,76-77,81-86,67-76,71-77,80-85,69-80,74-76,76-91,58-61,74-80,46-55,70-80,76-85,72-80,75,77-84
Rim-Running Board Enforcer,Center,"7'1""",220-225,77-93,68-75,64-77,92-99,52-73,73-80,78-80,59-83,70-86,32-53,31-55,85-88,40-67,44-46,75-90,85-94,91-95,70-72,50-60,73-76,59-70
Rim-Running Glass Guardian,Center,"6'9"" to 7'0""",215-248,75-77,67-80,75-87,90,50-61,70-80,75-80,53-62,55-85,48-55,32-50,77-84,50-69,49-60,85-93,85-93,90-95,72-80,56-75,72-84,80-83
Rim-Running Putback Eraser,Center,"6'11"" to 7'0""",236-246,79-84,70-73,78-93,90,54-59,45-78,25-78,70-80,85-87,50-53,37-40,69-77,40-45,38,88-93,97,82-84,70-75,58-66,75-81,83-87
Rim-Wrecking Glass Visionary,Center,"7'0""",248,84,70,87,90,61,64,25,47,92,57,32,74,39,60,84,97,90,69,57,81,83
Rim-Wrecking Strech,Center,"7'1""",220,85,80,82,90,80,87,84,75,75,70,58,85,60,41,85,81,85,72,60,80,80
Rising Glass Visionary Popper,Center,"7'0"" to 7'1""",246-266,76-84,51-59,64-75,90,62-77,81-89,78-81,65-84,85-87,47-50,25-28,82-83,38-62,37-38,74-84,94-99,84-87,58-66,38-53,91-95,75-78
Shot-Erasing 3-Level Crasher,Center,"6'11"" to 7'4""",230-260,83-94,60-88,59-84,80-92,59-95,85-90,80-89,64-80,30-84,40-65,26-50,77-85,36-60,38-50,88-93,87-96,77-86,55-69,40-58,83-91,70-80
Shot-Erasing 3-Level Creator,Center,"6'11""",234,87,80,73,81,87,91,83,71,76,73,55,74,72,60,88,85,70,70,60,86,83
Shot-Erasing 3-Level Dimer,Center,"7'0"" to 7'4""",230-255,78-85,53-74,72-75,90,61-89,81-90,75-89,70-72,83-92,65-71,44-55,76-83,32-62,35-60,88-92,60-92,80,61-68,46-55,80-86,73-80
Shot-Erasing 3-Level Scorer,Center,"6'11"" to 7'1""",215-240,83-99,80-90,73-87,80-98,67-90,85-94,85-90,66-92,46-80,61-72,38-60,74-85,28-60,33-59,88-93,45-80,64-82,55-76,50-60,70-81,80-83
Shot-Erasing Board Enforcer,Center,"7'0"" to 7'4""",230-257,75-78,55-70,53-75,79-83,55-82,37-77,25-80,42-87,68-82,32-49,25-44,87-90,37-62,42-60,93-95,87-95,92-99,52-70,39-60,73-91,68-83
Shot-Erasing Diming Dunker,Center,"6'11"" to 7'0""",245-253,75-84,67-70,87-90,90-95,59-61,70,80,55-71,87-90,52-70,30-61,77-79,42-62,34-60,88-89,80-94,67-80,70-72,55-60,90-91,80
Shot-Erasing Inside-Out Bully,Center,"7'0""",221,84,80,80,81,79,80,89,71,82,67,64,77,45,38,93,80,84,75,66,85,85
Shot-Erasing Mid-Paint Maestro,Center,"7'0"" to 7'1""",248-253,77-92,53-70,70-73,90,61-67,82-89,77-80,57-83,87,47-52,26-29,75-81,39-50,38-60,88-93,94-96,79-81,64-69,51-55,83-95,78-83
Shot-Erasing Paint Crasher,Center,"7'0""",240,84,80,73,92,61,60,60,75,76,41,35,82,62,37,88,96,84,71,51,91,83
Shot-Erasing Paint Dimer,Center,"7'1""",221,87,82,85,81,90,54,26,54,88,60,58,85,44,40,93,94,79,71,60,72,83
Shot-Erasing Popping Crasher,Center,"6'11""",244,84,80,75,73,60,86,83,61,75,40,35,77,72,42,88,95,81,73,63,91,83
